park_code,year,month,recreation_visits,temp_c,precip_mm_day,park_name,state,latitude,longitude,date
ARCH,2005,1,9894,0.99,2.08,Arches,UT,38.7331,-109.5925,2005-01-01
ARCH,2005,2,16168,1.58,1.14,Arches,UT,38.7331,-109.5925,2005-02-01
ARCH,2005,3,62843,3.69,1.25,Arches,UT,38.7331,-109.5925,2005-03-01
ARCH,2005,4,71709,8.72,0.62,Arches,UT,38.7331,-109.5925,2005-04-01
ARCH,2005,5,111718,15.14,0.38,Arches,UT,38.7331,-109.5925,2005-05-01
ARCH,2005,6,110517,19.21,1.05,Arches,UT,38.7331,-109.5925,2005-06-01
ARCH,2005,7,106555,26.69,0.49,Arches,UT,38.7331,-109.5925,2005-07-01
ARCH,2005,8,103403,22.09,1.25,Arches,UT,38.7331,-109.5925,2005-08-01
ARCH,2005,9,88218,18.18,1.67,Arches,UT,38.7331,-109.5925,2005-09-01
ARCH,2005,10,63626,11.01,1.06,Arches,UT,38.7331,-109.5925,2005-10-01
ARCH,2005,11,23813,4.09,0.39,Arches,UT,38.7331,-109.5925,2005-11-01
ARCH,2005,12,13206,-1.37,0.37,Arches,UT,38.7331,-109.5925,2005-12-01
ARCH,2006,1,12841,-0.71,0.54,Arches,UT,38.7331,-109.5925,2006-01-01
ARCH,2006,2,20728,0.64,0.14,Arches,UT,38.7331,-109.5925,2006-02-01
ARCH,2006,3,67550,2.71,1.74,Arches,UT,38.7331,-109.5925,2006-03-01
ARCH,2006,4,84244,9.97,0.41,Arches,UT,38.7331,-109.5925,2006-04-01
ARCH,2006,5,110564,17.39,0.09,Arches,UT,38.7331,-109.5925,2006-05-01
ARCH,2006,6,102061,23.68,0.28,Arches,UT,38.7331,-109.5925,2006-06-01
ARCH,2006,7,101297,25.42,1.56,Arches,UT,38.7331,-109.5925,2006-07-01
ARCH,2006,8,107176,22.69,1.42,Arches,UT,38.7331,-109.5925,2006-08-01
ARCH,2006,9,112335,15.27,2.12,Arches,UT,38.7331,-109.5925,2006-09-01
ARCH,2006,10,72615,8.57,3.84,Arches,UT,38.7331,-109.5925,2006-10-01
ARCH,2006,11,28087,3.53,0.55,Arches,UT,38.7331,-109.5925,2006-11-01
ARCH,2006,12,13551,-1.64,0.43,Arches,UT,38.7331,-109.5925,2006-12-01
ARCH,2007,1,10681,-3.56,0.55,Arches,UT,38.7331,-109.5925,2007-01-01
ARCH,2007,2,15453,0.91,0.89,Arches,UT,38.7331,-109.5925,2007-02-01
ARCH,2007,3,63618,6.22,0.57,Arches,UT,38.7331,-109.5925,2007-03-01
ARCH,2007,4,90031,9.76,1.12,Arches,UT,38.7331,-109.5925,2007-04-01
ARCH,2007,5,111652,15.32,0.73,Arches,UT,38.7331,-109.5925,2007-05-01
ARCH,2007,6,109027,22.39,0.25,Arches,UT,38.7331,-109.5925,2007-06-01
ARCH,2007,7,112167,26.53,1.09,Arches,UT,38.7331,-109.5925,2007-07-01
ARCH,2007,8,106047,24.13,1.64,Arches,UT,38.7331,-109.5925,2007-08-01
ARCH,2007,9,120301,18.47,1.75,Arches,UT,38.7331,-109.5925,2007-09-01
ARCH,2007,10,77963,10.15,0.73,Arches,UT,38.7331,-109.5925,2007-10-01
ARCH,2007,11,30536,5.2,0.54,Arches,UT,38.7331,-109.5925,2007-11-01
ARCH,2007,12,12705,-4.08,2.0,Arches,UT,38.7331,-109.5925,2007-12-01
ARCH,2008,1,9095,-5.43,1.23,Arches,UT,38.7331,-109.5925,2008-01-01
ARCH,2008,2,13435,-1.23,1.39,Arches,UT,38.7331,-109.5925,2008-02-01
ARCH,2008,3,66408,3.21,0.32,Arches,UT,38.7331,-109.5925,2008-03-01
ARCH,2008,4,83695,6.9,0.61,Arches,UT,38.7331,-109.5925,2008-04-01
ARCH,2008,5,133195,12.75,0.77,Arches,UT,38.7331,-109.5925,2008-05-01
ARCH,2008,6,124451,20.43,0.57,Arches,UT,38.7331,-109.5925,2008-06-01
ARCH,2008,7,121038,26.0,0.52,Arches,UT,38.7331,-109.5925,2008-07-01
ARCH,2008,8,129843,23.67,1.07,Arches,UT,38.7331,-109.5925,2008-08-01
ARCH,2008,9,124268,18.61,0.39,Arches,UT,38.7331,-109.5925,2008-09-01
ARCH,2008,10,80194,10.87,0.53,Arches,UT,38.7331,-109.5925,2008-10-01
ARCH,2008,11,29604,4.86,0.81,Arches,UT,38.7331,-109.5925,2008-11-01
ARCH,2008,12,13569,-2.75,1.58,Arches,UT,38.7331,-109.5925,2008-12-01
ARCH,2009,1,11684,-1.32,0.39,Arches,UT,38.7331,-109.5925,2009-01-01
ARCH,2009,2,15488,1.46,0.51,Arches,UT,38.7331,-109.5925,2009-02-01
ARCH,2009,3,66898,4.85,0.42,Arches,UT,38.7331,-109.5925,2009-03-01
ARCH,2009,4,91114,8.52,0.78,Arches,UT,38.7331,-109.5925,2009-04-01
ARCH,2009,5,139332,16.58,1.38,Arches,UT,38.7331,-109.5925,2009-05-01
ARCH,2009,6,140161,19.05,0.92,Arches,UT,38.7331,-109.5925,2009-06-01
ARCH,2009,7,133854,25.63,0.41,Arches,UT,38.7331,-109.5925,2009-07-01
ARCH,2009,8,133880,23.28,0.24,Arches,UT,38.7331,-109.5925,2009-08-01
ARCH,2009,9,131913,18.86,0.65,Arches,UT,38.7331,-109.5925,2009-09-01
ARCH,2009,10,86601,7.99,0.6,Arches,UT,38.7331,-109.5925,2009-10-01
ARCH,2009,11,31714,4.37,0.42,Arches,UT,38.7331,-109.5925,2009-11-01
ARCH,2009,12,13673,-5.22,1.4,Arches,UT,38.7331,-109.5925,2009-12-01
ARCH,2010,1,8713,-2.17,1.05,Arches,UT,38.7331,-109.5925,2010-01-01
ARCH,2010,2,11746,-1.38,1.24,Arches,UT,38.7331,-109.5925,2010-02-01
ARCH,2010,3,57623,3.41,1.35,Arches,UT,38.7331,-109.5925,2010-03-01
ARCH,2010,4,93999,8.37,0.78,Arches,UT,38.7331,-109.5925,2010-04-01
ARCH,2010,5,135670,11.97,0.34,Arches,UT,38.7331,-109.5925,2010-05-01
ARCH,2010,6,151209,21.57,0.46,Arches,UT,38.7331,-109.5925,2010-06-01
ARCH,2010,7,145489,25.55,0.96,Arches,UT,38.7331,-109.5925,2010-07-01
ARCH,2010,8,139304,22.22,1.43,Arches,UT,38.7331,-109.5925,2010-08-01
ARCH,2010,9,138442,19.61,0.69,Arches,UT,38.7331,-109.5925,2010-09-01
ARCH,2010,10,89929,11.55,1.46,Arches,UT,38.7331,-109.5925,2010-10-01
ARCH,2010,11,29343,1.75,0.76,Arches,UT,38.7331,-109.5925,2010-11-01
ARCH,2010,12,12938,0.73,1.83,Arches,UT,38.7331,-109.5925,2010-12-01
ARCH,2011,1,10182,-3.43,0.19,Arches,UT,38.7331,-109.5925,2011-01-01
ARCH,2011,2,12932,-1.76,0.35,Arches,UT,38.7331,-109.5925,2011-02-01
ARCH,2011,3,61950,4.74,0.49,Arches,UT,38.7331,-109.5925,2011-03-01
ARCH,2011,4,96537,7.7,1.12,Arches,UT,38.7331,-109.5925,2011-04-01
ARCH,2011,5,142251,11.85,1.22,Arches,UT,38.7331,-109.5925,2011-05-01
ARCH,2011,6,155481,20.32,0.35,Arches,UT,38.7331,-109.5925,2011-06-01
ARCH,2011,7,147426,24.57,1.54,Arches,UT,38.7331,-109.5925,2011-07-01
ARCH,2011,8,138600,25.28,0.73,Arches,UT,38.7331,-109.5925,2011-08-01
ARCH,2011,9,136246,18.86,1.06,Arches,UT,38.7331,-109.5925,2011-09-01
ARCH,2011,10,92728,10.31,0.96,Arches,UT,38.7331,-109.5925,2011-10-01
ARCH,2011,11,30863,2.53,0.62,Arches,UT,38.7331,-109.5925,2011-11-01
ARCH,2011,12,15562,-2.15,0.57,Arches,UT,38.7331,-109.5925,2011-12-01
ARCH,2012,1,14961,-0.33,0.55,Arches,UT,38.7331,-109.5925,2012-01-01
ARCH,2012,2,17870,-0.06,0.82,Arches,UT,38.7331,-109.5925,2012-02-01
ARCH,2012,3,72273,6.11,0.34,Arches,UT,38.7331,-109.5925,2012-03-01
ARCH,2012,4,103800,10.98,0.28,Arches,UT,38.7331,-109.5925,2012-04-01
ARCH,2012,5,142876,17.41,0.02,Arches,UT,38.7331,-109.5925,2012-05-01
ARCH,2012,6,143482,24.19,0.08,Arches,UT,38.7331,-109.5925,2012-06-01
ARCH,2012,7,145696,24.99,1.21,Arches,UT,38.7331,-109.5925,2012-07-01
ARCH,2012,8,139036,24.7,0.99,Arches,UT,38.7331,-109.5925,2012-08-01
ARCH,2012,9,139801,19.37,0.57,Arches,UT,38.7331,-109.5925,2012-09-01
ARCH,2012,10,96310,11.2,0.43,Arches,UT,38.7331,-109.5925,2012-10-01
ARCH,2012,11,36170,5.47,0.36,Arches,UT,38.7331,-109.5925,2012-11-01
ARCH,2012,12,18302,-1.65,0.95,Arches,UT,38.7331,-109.5925,2012-12-01
ARCH,2013,1,11099,-4.74,0.86,Arches,UT,38.7331,-109.5925,2013-01-01
ARCH,2013,2,16426,-1.78,0.48,Arches,UT,38.7331,-109.5925,2013-02-01
ARCH,2013,3,73935,5.18,0.28,Arches,UT,38.7331,-109.5925,2013-03-01
ARCH,2013,4,108086,8.13,0.76,Arches,UT,38.7331,-109.5925,2013-04-01
ARCH,2013,5,149321,14.52,0.62,Arches,UT,38.7331,-109.5925,2013-05-01
ARCH,2013,6,154505,23.89,0.0,Arches,UT,38.7331,-109.5925,2013-06-01
ARCH,2013,7,156182,25.95,1.77,Arches,UT,38.7331,-109.5925,2013-07-01
ARCH,2013,8,147259,22.86,1.54,Arches,UT,38.7331,-109.5925,2013-08-01
ARCH,2013,9,143755,18.11,2.53,Arches,UT,38.7331,-109.5925,2013-09-01
ARCH,2013,10,57446,8.13,1.24,Arches,UT,38.7331,-109.5925,2013-10-01
ARCH,2013,11,43928,3.18,1.24,Arches,UT,38.7331,-109.5925,2013-11-01
ARCH,2013,12,20924,-3.36,0.54,Arches,UT,38.7331,-109.5925,2013-12-01
ARCH,2014,1,17038,-0.7,0.31,Arches,UT,38.7331,-109.5925,2014-01-01
ARCH,2014,2,22559,1.75,0.51,Arches,UT,38.7331,-109.5925,2014-02-01
ARCH,2014,3,89841,5.08,0.37,Arches,UT,38.7331,-109.5925,2014-03-01
ARCH,2014,4,122186,8.53,0.76,Arches,UT,38.7331,-109.5925,2014-04-01
ARCH,2014,5,165379,14.84,1.33,Arches,UT,38.7331,-109.5925,2014-05-01
ARCH,2014,6,170286,21.47,0.02,Arches,UT,38.7331,-109.5925,2014-06-01
ARCH,2014,7,169844,25.93,1.07,Arches,UT,38.7331,-109.5925,2014-07-01
ARCH,2014,8,173416,21.66,1.95,Arches,UT,38.7331,-109.5925,2014-08-01
ARCH,2014,9,165222,19.33,2.19,Arches,UT,38.7331,-109.5925,2014-09-01
ARCH,2014,10,115545,12.04,0.27,Arches,UT,38.7331,-109.5925,2014-10-01
ARCH,2014,11,46940,3.12,0.45,Arches,UT,38.7331,-109.5925,2014-11-01
ARCH,2014,12,26511,0.07,0.84,Arches,UT,38.7331,-109.5925,2014-12-01
ARCH,2015,1,20699,0.34,0.81,Arches,UT,38.7331,-109.5925,2015-01-01
ARCH,2015,2,34255,3.17,0.61,Arches,UT,38.7331,-109.5925,2015-02-01
ARCH,2015,3,103649,8.06,0.44,Arches,UT,38.7331,-109.5925,2015-03-01
ARCH,2015,4,138903,9.13,1.13,Arches,UT,38.7331,-109.5925,2015-04-01
ARCH,2015,5,179804,13.06,1.82,Arches,UT,38.7331,-109.5925,2015-05-01
ARCH,2015,6,189073,22.56,1.5,Arches,UT,38.7331,-109.5925,2015-06-01
ARCH,2015,7,195748,22.68,1.93,Arches,UT,38.7331,-109.5925,2015-07-01
ARCH,2015,8,173186,23.28,1.06,Arches,UT,38.7331,-109.5925,2015-08-01
ARCH,2015,9,171711,20.43,0.72,Arches,UT,38.7331,-109.5925,2015-09-01
ARCH,2015,10,115859,13.02,2.15,Arches,UT,38.7331,-109.5925,2015-10-01
ARCH,2015,11,49087,1.87,1.31,Arches,UT,38.7331,-109.5925,2015-11-01
ARCH,2015,12,27273,-3.09,1.05,Arches,UT,38.7331,-109.5925,2015-12-01
ARCH,2016,1,20311,-3.58,0.75,Arches,UT,38.7331,-109.5925,2016-01-01
ARCH,2016,2,33200,1.57,0.57,Arches,UT,38.7331,-109.5925,2016-02-01
ARCH,2016,3,119122,5.57,0.52,Arches,UT,38.7331,-109.5925,2016-03-01
ARCH,2016,4,151112,8.99,0.88,Arches,UT,38.7331,-109.5925,2016-04-01
ARCH,2016,5,201718,13.9,1.0,Arches,UT,38.7331,-109.5925,2016-05-01
ARCH,2016,6,211706,24.3,0.24,Arches,UT,38.7331,-109.5925,2016-06-01
ARCH,2016,7,210359,25.22,0.96,Arches,UT,38.7331,-109.5925,2016-07-01
ARCH,2016,8,188340,22.21,1.1,Arches,UT,38.7331,-109.5925,2016-08-01
ARCH,2016,9,200906,17.91,1.12,Arches,UT,38.7331,-109.5925,2016-09-01
ARCH,2016,10,146250,12.96,0.37,Arches,UT,38.7331,-109.5925,2016-10-01
ARCH,2016,11,69404,5.88,0.74,Arches,UT,38.7331,-109.5925,2016-11-01
ARCH,2016,12,33290,-1.13,0.86,Arches,UT,38.7331,-109.5925,2016-12-01
ARCH,2017,1,21549,-2.35,1.43,Arches,UT,38.7331,-109.5925,2017-01-01
ARCH,2017,2,38248,3.08,0.58,Arches,UT,38.7331,-109.5925,2017-02-01
ARCH,2017,3,128508,8.03,0.48,Arches,UT,38.7331,-109.5925,2017-03-01
ARCH,2017,4,155286,8.88,0.18,Arches,UT,38.7331,-109.5925,2017-04-01
ARCH,2017,5,188726,14.58,0.76,Arches,UT,38.7331,-109.5925,2017-05-01
ARCH,2017,6,193060,24.2,0.03,Arches,UT,38.7331,-109.5925,2017-06-01
ARCH,2017,7,192767,25.91,1.53,Arches,UT,38.7331,-109.5925,2017-07-01
ARCH,2017,8,177764,23.44,0.58,Arches,UT,38.7331,-109.5925,2017-08-01
ARCH,2017,9,187603,18.38,1.01,Arches,UT,38.7331,-109.5925,2017-09-01
ARCH,2017,10,138325,9.99,0.18,Arches,UT,38.7331,-109.5925,2017-10-01
ARCH,2017,11,72867,7.12,0.08,Arches,UT,38.7331,-109.5925,2017-11-01
ARCH,2017,12,44325,1.02,0.21,Arches,UT,38.7331,-109.5925,2017-12-01
ARCH,2018,1,31810,0.97,0.45,Arches,UT,38.7331,-109.5925,2018-01-01
ARCH,2018,2,40325,0.97,0.95,Arches,UT,38.7331,-109.5925,2018-02-01
ARCH,2018,3,134951,4.99,0.68,Arches,UT,38.7331,-109.5925,2018-03-01
ARCH,2018,4,167156,10.68,0.37,Arches,UT,38.7331,-109.5925,2018-04-01
ARCH,2018,5,215255,17.64,0.33,Arches,UT,38.7331,-109.5925,2018-05-01
ARCH,2018,6,214443,23.91,0.07,Arches,UT,38.7331,-109.5925,2018-06-01
ARCH,2018,7,205493,26.58,1.27,Arches,UT,38.7331,-109.5925,2018-07-01
ARCH,2018,8,183840,24.39,0.83,Arches,UT,38.7331,-109.5925,2018-08-01
ARCH,2018,9,206254,20.45,0.14,Arches,UT,38.7331,-109.5925,2018-09-01
ARCH,2018,10,147996,9.07,2.72,Arches,UT,38.7331,-109.5925,2018-10-01
ARCH,2018,11,74155,1.92,0.15,Arches,UT,38.7331,-109.5925,2018-11-01
ARCH,2018,12,41879,-1.58,0.65,Arches,UT,38.7331,-109.5925,2018-12-01
ARCH,2019,1,21499,-2.08,0.94,Arches,UT,38.7331,-109.5925,2019-01-01
ARCH,2019,2,30239,-2.05,1.77,Arches,UT,38.7331,-109.5925,2019-02-01
ARCH,2019,3,132191,4.01,2.03,Arches,UT,38.7331,-109.5925,2019-03-01
ARCH,2019,4,168788,10.3,1.09,Arches,UT,38.7331,-109.5925,2019-04-01
ARCH,2019,5,217474,11.74,1.53,Arches,UT,38.7331,-109.5925,2019-05-01
ARCH,2019,6,225206,19.82,0.34,Arches,UT,38.7331,-109.5925,2019-06-01
ARCH,2019,7,208993,25.31,0.65,Arches,UT,38.7331,-109.5925,2019-07-01
ARCH,2019,8,184890,25.64,0.17,Arches,UT,38.7331,-109.5925,2019-08-01
ARCH,2019,9,207857,20.29,0.21,Arches,UT,38.7331,-109.5925,2019-09-01
ARCH,2019,10,149764,7.76,0.05,Arches,UT,38.7331,-109.5925,2019-10-01
ARCH,2019,11,73420,4.49,1.1,Arches,UT,38.7331,-109.5925,2019-11-01
ARCH,2019,12,39381,-0.99,0.87,Arches,UT,38.7331,-109.5925,2019-12-01
ARCH,2020,1,28462,-1.62,0.45,Arches,UT,38.7331,-109.5925,2020-01-01
ARCH,2020,2,42416,-0.19,0.21,Arches,UT,38.7331,-109.5925,2020-02-01
ARCH,2020,3,81623,5.11,1.38,Arches,UT,38.7331,-109.5925,2020-03-01
ARCH,2020,4,0,9.59,0.17,Arches,UT,38.7331,-109.5925,2020-04-01
ARCH,2020,5,13832,17.18,0.15,Arches,UT,38.7331,-109.5925,2020-05-01
ARCH,2020,6,163699,21.79,0.65,Arches,UT,38.7331,-109.5925,2020-06-01
ARCH,2020,7,193824,25.85,0.55,Arches,UT,38.7331,-109.5925,2020-07-01
ARCH,2020,8,164539,26.68,0.14,Arches,UT,38.7331,-109.5925,2020-08-01
ARCH,2020,9,203866,19.09,0.48,Arches,UT,38.7331,-109.5925,2020-09-01
ARCH,2020,10,177864,12.26,0.39,Arches,UT,38.7331,-109.5925,2020-10-01
ARCH,2020,11,103916,4.66,0.38,Arches,UT,38.7331,-109.5925,2020-11-01
ARCH,2020,12,64042,-2.35,0.64,Arches,UT,38.7331,-109.5925,2020-12-01
ARCH,2021,1,48725,-1.62,0.75,Arches,UT,38.7331,-109.5925,2021-01-01
ARCH,2021,2,53986,-0.61,0.69,Arches,UT,38.7331,-109.5925,2021-02-01
ARCH,2021,3,151077,3.99,0.89,Arches,UT,38.7331,-109.5925,2021-03-01
ARCH,2021,4,193914,9.69,0.38,Arches,UT,38.7331,-109.5925,2021-04-01
ARCH,2021,5,225789,16.03,0.42,Arches,UT,38.7331,-109.5925,2021-05-01
ARCH,2021,6,238499,24.23,0.92,Arches,UT,38.7331,-109.5925,2021-06-01
ARCH,2021,7,211928,25.94,1.31,Arches,UT,38.7331,-109.5925,2021-07-01
ARCH,2021,8,167686,23.59,1.45,Arches,UT,38.7331,-109.5925,2021-08-01
ARCH,2021,9,193002,19.63,1.19,Arches,UT,38.7331,-109.5925,2021-09-01
ARCH,2021,10,169983,9.63,1.52,Arches,UT,38.7331,-109.5925,2021-10-01
ARCH,2021,11,98362,6.0,0.07,Arches,UT,38.7331,-109.5925,2021-11-01
ARCH,2021,12,53914,0.37,1.69,Arches,UT,38.7331,-109.5925,2021-12-01
ARCH,2022,1,40621,-1.11,0.07,Arches,UT,38.7331,-109.5925,2022-01-01
ARCH,2022,2,51568,-0.75,0.59,Arches,UT,38.7331,-109.5925,2022-02-01
ARCH,2022,3,141866,4.47,0.76,Arches,UT,38.7331,-109.5925,2022-03-01
ARCH,2022,4,148996,9.03,0.31,Arches,UT,38.7331,-109.5925,2022-04-01
ARCH,2022,5,172114,14.91,0.16,Arches,UT,38.7331,-109.5925,2022-05-01
ARCH,2022,6,171859,22.87,0.43,Arches,UT,38.7331,-109.5925,2022-06-01
ARCH,2022,7,158925,25.77,1.15,Arches,UT,38.7331,-109.5925,2022-07-01
ARCH,2022,8,142790,23.74,1.45,Arches,UT,38.7331,-109.5925,2022-08-01
ARCH,2022,9,158728,21.25,1.27,Arches,UT,38.7331,-109.5925,2022-09-01
ARCH,2022,10,146986,11.14,1.7,Arches,UT,38.7331,-109.5925,2022-10-01
ARCH,2022,11,83239,0.72,0.71,Arches,UT,38.7331,-109.5925,2022-11-01
ARCH,2022,12,42960,-1.25,1.47,Arches,UT,38.7331,-109.5925,2022-12-01
ARCH,2023,1,31427,-3.43,1.64,Arches,UT,38.7331,-109.5925,2023-01-01
ARCH,2023,2,41264,-1.48,0.82,Arches,UT,38.7331,-109.5925,2023-02-01
ARCH,2023,3,132502,0.92,1.88,Arches,UT,38.7331,-109.5925,2023-03-01
ARCH,2023,4,151232,7.81,0.53,Arches,UT,38.7331,-109.5925,2023-04-01
ARCH,2023,5,188274,15.95,0.44,Arches,UT,38.7331,-109.5925,2023-05-01
ARCH,2023,6,180782,19.7,0.37,Arches,UT,38.7331,-109.5925,2023-06-01
ARCH,2023,7,165671,27.66,0.2,Arches,UT,38.7331,-109.5925,2023-07-01
ARCH,2023,8,144080,24.63,1.24,Arches,UT,38.7331,-109.5925,2023-08-01
ARCH,2023,9,174673,19.25,0.43,Arches,UT,38.7331,-109.5925,2023-09-01
ARCH,2023,10,140260,12.27,0.46,Arches,UT,38.7331,-109.5925,2023-10-01
ARCH,2023,11,83843,4.81,0.71,Arches,UT,38.7331,-109.5925,2023-11-01
ARCH,2023,12,48037,0.56,0.7,Arches,UT,38.7331,-109.5925,2023-12-01
ARCH,2024,1,28088,-0.63,0.68,Arches,UT,38.7331,-109.5925,2024-01-01
ARCH,2024,2,51510,1.77,0.9,Arches,UT,38.7331,-109.5925,2024-02-01
ARCH,2024,3,143166,4.72,1.54,Arches,UT,38.7331,-109.5925,2024-03-01
ARCH,2024,4,156720,10.27,0.43,Arches,UT,38.7331,-109.5925,2024-04-01
ARCH,2024,5,195379,14.26,0.53,Arches,UT,38.7331,-109.5925,2024-05-01
ARCH,2024,6,180563,24.57,1.22,Arches,UT,38.7331,-109.5925,2024-06-01
ARCH,2024,7,156052,26.4,0.3,Arches,UT,38.7331,-109.5925,2024-07-01
ARCH,2024,8,143726,24.41,2.14,Arches,UT,38.7331,-109.5925,2024-08-01
ARCH,2024,9,148366,20.56,0.34,Arches,UT,38.7331,-109.5925,2024-09-01
ARCH,2024,10,135716,15.2,1.13,Arches,UT,38.7331,-109.5925,2024-10-01
ARCH,2024,11,78397,1.86,1.27,Arches,UT,38.7331,-109.5925,2024-11-01
ARCH,2024,12,48845,1.39,0.1,Arches,UT,38.7331,-109.5925,2024-12-01
BRCA,2005,1,11098,-0.32,2.67,Bryce Canyon,UT,37.6283,-112.1677,2005-01-01
BRCA,2005,2,17219,0.39,1.87,Bryce Canyon,UT,37.6283,-112.1677,2005-02-01
BRCA,2005,3,38748,3.18,0.82,Bryce Canyon,UT,37.6283,-112.1677,2005-03-01
BRCA,2005,4,56390,7.16,1.06,Bryce Canyon,UT,37.6283,-112.1677,2005-04-01
BRCA,2005,5,114249,13.88,0.48,Bryce Canyon,UT,37.6283,-112.1677,2005-05-01
BRCA,2005,6,154760,17.66,0.78,Bryce Canyon,UT,37.6283,-112.1677,2005-06-01
BRCA,2005,7,174099,24.68,0.41,Bryce Canyon,UT,37.6283,-112.1677,2005-07-01
BRCA,2005,8,165818,20.28,1.59,Bryce Canyon,UT,37.6283,-112.1677,2005-08-01
BRCA,2005,9,152109,17.01,0.5,Bryce Canyon,UT,37.6283,-112.1677,2005-09-01
BRCA,2005,10,83564,10.38,1.33,Bryce Canyon,UT,37.6283,-112.1677,2005-10-01
BRCA,2005,11,31923,4.05,0.1,Bryce Canyon,UT,37.6283,-112.1677,2005-11-01
BRCA,2005,12,17704,-0.54,0.28,Bryce Canyon,UT,37.6283,-112.1677,2005-12-01
BRCA,2006,1,13772,-0.89,0.46,Bryce Canyon,UT,37.6283,-112.1677,2006-01-01
BRCA,2006,2,15329,0.95,0.25,Bryce Canyon,UT,37.6283,-112.1677,2006-02-01
BRCA,2006,3,31152,1.66,1.59,Bryce Canyon,UT,37.6283,-112.1677,2006-03-01
BRCA,2006,4,74520,8.57,0.52,Bryce Canyon,UT,37.6283,-112.1677,2006-04-01
BRCA,2006,5,104013,16.06,0.06,Bryce Canyon,UT,37.6283,-112.1677,2006-05-01
BRCA,2006,6,125785,21.86,0.52,Bryce Canyon,UT,37.6283,-112.1677,2006-06-01
BRCA,2006,7,138960,24.04,1.35,Bryce Canyon,UT,37.6283,-112.1677,2006-07-01
BRCA,2006,8,135491,21.55,1.14,Bryce Canyon,UT,37.6283,-112.1677,2006-08-01
BRCA,2006,9,119800,15.13,0.87,Bryce Canyon,UT,37.6283,-112.1677,2006-09-01
BRCA,2006,10,82216,8.4,3.41,Bryce Canyon,UT,37.6283,-112.1677,2006-10-01
BRCA,2006,11,32257,3.61,0.21,Bryce Canyon,UT,37.6283,-112.1677,2006-11-01
BRCA,2006,12,17381,-1.3,0.55,Bryce Canyon,UT,37.6283,-112.1677,2006-12-01
BRCA,2007,1,11493,-3.27,0.52,Bryce Canyon,UT,37.6283,-112.1677,2007-01-01
BRCA,2007,2,13873,0.98,0.51,Bryce Canyon,UT,37.6283,-112.1677,2007-02-01
BRCA,2007,3,37298,5.82,0.52,Bryce Canyon,UT,37.6283,-112.1677,2007-03-01
BRCA,2007,4,76671,8.92,0.94,Bryce Canyon,UT,37.6283,-112.1677,2007-04-01
BRCA,2007,5,118269,14.69,0.27,Bryce Canyon,UT,37.6283,-112.1677,2007-05-01
BRCA,2007,6,152132,21.2,0.12,Bryce Canyon,UT,37.6283,-112.1677,2007-06-01
BRCA,2007,7,154166,24.73,1.6,Bryce Canyon,UT,37.6283,-112.1677,2007-07-01
BRCA,2007,8,160379,22.54,1.58,Bryce Canyon,UT,37.6283,-112.1677,2007-08-01
BRCA,2007,9,149393,16.9,1.25,Bryce Canyon,UT,37.6283,-112.1677,2007-09-01
BRCA,2007,10,90861,9.49,0.33,Bryce Canyon,UT,37.6283,-112.1677,2007-10-01
BRCA,2007,11,32988,5.52,0.34,Bryce Canyon,UT,37.6283,-112.1677,2007-11-01
BRCA,2007,12,15040,-3.54,1.3,Bryce Canyon,UT,37.6283,-112.1677,2007-12-01
BRCA,2008,1,11024,-4.99,1.5,Bryce Canyon,UT,37.6283,-112.1677,2008-01-01
BRCA,2008,2,14488,-1.04,1.19,Bryce Canyon,UT,37.6283,-112.1677,2008-02-01
BRCA,2008,3,42956,3.44,0.26,Bryce Canyon,UT,37.6283,-112.1677,2008-03-01
BRCA,2008,4,75143,6.81,0.1,Bryce Canyon,UT,37.6283,-112.1677,2008-04-01
BRCA,2008,5,107709,11.64,0.45,Bryce Canyon,UT,37.6283,-112.1677,2008-05-01
BRCA,2008,6,172120,19.9,0.14,Bryce Canyon,UT,37.6283,-112.1677,2008-06-01
BRCA,2008,7,183100,24.29,0.86,Bryce Canyon,UT,37.6283,-112.1677,2008-07-01
BRCA,2008,8,173837,22.65,1.56,Bryce Canyon,UT,37.6283,-112.1677,2008-08-01
BRCA,2008,9,156547,17.91,0.16,Bryce Canyon,UT,37.6283,-112.1677,2008-09-01
BRCA,2008,10,64776,10.71,0.39,Bryce Canyon,UT,37.6283,-112.1677,2008-10-01
BRCA,2008,11,26575,4.92,0.72,Bryce Canyon,UT,37.6283,-112.1677,2008-11-01
BRCA,2008,12,15046,-3.16,1.44,Bryce Canyon,UT,37.6283,-112.1677,2008-12-01
BRCA,2009,1,13118,-0.8,0.39,Bryce Canyon,UT,37.6283,-112.1677,2009-01-01
BRCA,2009,2,33512,0.3,0.63,Bryce Canyon,UT,37.6283,-112.1677,2009-02-01
BRCA,2009,3,46912,4.05,0.39,Bryce Canyon,UT,37.6283,-112.1677,2009-03-01
BRCA,2009,4,82012,7.42,0.48,Bryce Canyon,UT,37.6283,-112.1677,2009-04-01
BRCA,2009,5,129863,16.37,1.23,Bryce Canyon,UT,37.6283,-112.1677,2009-05-01
BRCA,2009,6,174582,17.61,0.66,Bryce Canyon,UT,37.6283,-112.1677,2009-06-01
BRCA,2009,7,199518,24.23,0.65,Bryce Canyon,UT,37.6283,-112.1677,2009-07-01
BRCA,2009,8,194750,21.98,0.37,Bryce Canyon,UT,37.6283,-112.1677,2009-08-01
